,org,person,count,keywords,files
355,Bears,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
356,Bears,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
357,Bears,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
358,Bears,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
359,Bears,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
360,Bears,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
361,Bears,Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
362,Bears,Tyrone Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
363,Bears,Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
364,Bears,Antowain Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
365,Bears,Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
366,Bears,Tom Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
367,Bears,Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
368,Bears,Drew Bledsoe,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
369,Bears,Rich Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
370,Bears,Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
371,Bears,Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
372,Bears,MarTay Jenkins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
373,Bears,Moulds,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
374,Cowboys,Anna!,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
375,Cowboys,RuYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
376,Cowboys,ReYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
377,Cowboys,Olandis Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
378,Cowboys,Karon Coleman,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
379,Cowboys,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
380,Cowboys,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
381,Cowboys,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
382,Cowboys,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
383,Cowboys,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
384,Cowboys,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
385,Cowboys,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
386,Cowboys,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
387,Cowboys,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
388,Cowboys,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
389,Cowboys,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
390,Cowboys,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
391,Cowboys,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
392,Cowboys,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
393,Cowboys,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
394,Cowboys,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
395,Cowboys,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
396,Cowboys,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
397,Cowboys,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
398,Cowboys,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
399,Cowboys,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
400,Cowboys,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
401,Cowboys,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
402,Cowboys,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
403,Cowboys,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
404,Cowboys,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
405,Cowboys,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
406,Cowboys,Tiki Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
407,Cowboys,Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
408,Cowboys,LaDainian Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
409,Cowboys,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
410,Cowboys,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
411,Cowboys,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
412,Cowboys,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
413,Cowboys,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
414,Cowboys,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
415,Cowboys,Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
416,Cowboys,Tyrone Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
417,Cowboys,Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
418,Cowboys,Antowain Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
419,Cowboys,Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
420,Cowboys,Tom Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
421,Cowboys,Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
422,Cowboys,Drew Bledsoe,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
423,Cowboys,Rich Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
424,Cowboys,Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
425,Cowboys,Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
426,Cowboys,MarTay Jenkins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
427,Cowboys,Moulds,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
428,Baltimore,Anna!,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
429,Baltimore,RuYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
430,Baltimore,ReYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
431,Baltimore,Olandis Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
432,Baltimore,Karon Coleman,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
433,Baltimore,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
434,Baltimore,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
435,Baltimore,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
436,Baltimore,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
437,Baltimore,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
438,Baltimore,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
439,Baltimore,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
440,Baltimore,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
441,Baltimore,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
442,Baltimore,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
443,Baltimore,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
444,Baltimore,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
445,Baltimore,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
446,Baltimore,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
447,Baltimore,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
448,Baltimore,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
449,Baltimore,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
450,Baltimore,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
451,Baltimore,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
452,Baltimore,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
453,Baltimore,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
454,Baltimore,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
455,Baltimore,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
456,Baltimore,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
457,Baltimore,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
458,Baltimore,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
459,Baltimore,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
460,Baltimore,Tiki Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
461,Baltimore,Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
462,Baltimore,LaDainian Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
463,Baltimore,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
464,Baltimore,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
465,Baltimore,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
466,Baltimore,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
467,Baltimore,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
468,Baltimore,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
469,Baltimore,Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
470,Baltimore,Tyrone Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
471,Baltimore,Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
472,Baltimore,Antowain Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
473,Baltimore,Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
474,Baltimore,Tom Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
475,Baltimore,Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
476,Baltimore,Drew Bledsoe,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
477,Baltimore,Rich Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
478,Baltimore,Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
479,Baltimore,Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
480,Baltimore,MarTay Jenkins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
481,Baltimore,Moulds,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
482,Cincinnati,Anna!,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
483,Cincinnati,RuYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
484,Cincinnati,ReYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
485,Cincinnati,Olandis Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
486,Cincinnati,Karon Coleman,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
487,Cincinnati,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
488,Cincinnati,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
489,Cincinnati,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
490,Cincinnati,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
491,Cincinnati,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
492,Cincinnati,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
493,Cincinnati,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
494,Cincinnati,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
495,Cincinnati,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
496,Cincinnati,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
497,Cincinnati,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
498,Cincinnati,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
499,Cincinnati,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
500,Cincinnati,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
501,Cincinnati,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
502,Cincinnati,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
503,Cincinnati,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
504,Cincinnati,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
505,Cincinnati,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
506,Cincinnati,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
507,Cincinnati,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
508,Cincinnati,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
509,Cincinnati,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
510,Cincinnati,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
511,Cincinnati,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
512,Cincinnati,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
513,Cincinnati,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
514,Cincinnati,Tiki Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
515,Cincinnati,Barber,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
516,Cincinnati,LaDainian Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
517,Cincinnati,Tomlinson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
518,Cincinnati,Flutie,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
519,Cincinnati,Jake Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
520,Cincinnati,Plummer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
521,Cincinnati,David Boston,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
522,Cincinnati,Joe Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
523,Cincinnati,Horn,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
524,Cincinnati,Tyrone Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
525,Cincinnati,Wheatley,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
526,Cincinnati,Antowain Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
527,Cincinnati,Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
528,Cincinnati,Tom Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
529,Cincinnati,Brady,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
530,Cincinnati,Drew Bledsoe,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
531,Cincinnati,Rich Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
532,Cincinnati,Gannon,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
533,Cincinnati,Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
534,Cincinnati,MarTay Jenkins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
535,Cincinnati,Moulds,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
536,Bengals,Anna!,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
537,Bengals,RuYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
538,Bengals,ReYd,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
539,Bengals,Olandis Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
540,Bengals,Karon Coleman,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
541,Bengals,Gary,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
542,Bengals,Daunte Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
543,Bengals,Culpepper,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
544,Bengals,Charlie Batch,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
545,Bengals,Ty Detmer,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
546,Bengals,Carter,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
547,Bengals,Ryan Leaf,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
548,Bengals,Anthony Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
549,Bengals,Thomas,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
550,Bengals,Frank Sanders,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
551,Bengals,WR ARI,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
552,Bengals,Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
553,Bengals,Moe Williams,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
554,Bengals,Barlow,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
555,Bengals,James Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
556,Bengals,Jackson,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
557,Bengals,Peter Warrick,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
558,Bengals,Jon Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
559,Bengals,Kitna,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
560,Bengals,Scott Mitchell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
561,Bengals,Keenan McCardell,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
562,Bengals,Jimmy Smith,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
563,Bengals,Mack,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
564,Bengals,Ismail,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
565,Bengals,Jason Brookins,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
566,Bengals,Ron Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
567,Bengals,Dayne,2,"fantasy, sportsline, td, discount, leagues, coupon, reschedule, tds, te, roster","{'17990', '11415'}"
